name,price,neighbourhood_cleansed,room_type,minimum_nights,accommodates,bedrooms,beds,bathroom_count,bathroom_type
"Licensed! 5min downtown, Spacious  4 bdrm 3.5bath",392.0,District 5,Entire home/apt,2,12,4.0,9.0,3.5,bath
"Private Room For Travel Workers, Furnished",65.0,District 19,Private room,31,2,1.0,1.0,1.0,shared bath
1BR/1BA Music Row Long-Term Executive Suite,80.0,District 17,Entire home/apt,30,2,1.0,1.0,1.0,bath
Urban Art District Abode,148.0,District 17,Entire home/apt,1,6,3.0,3.0,1.0,bath
Central Nashville Escape with Secluded Forest Deck,247.0,District 23,Entire home/apt,2,5,2.0,3.0,1.0,bath
Come Stay at Sunny Delight,112.0,District 17,Entire home/apt,2,4,2.0,2.0,1.0,bath
30+ Day Twnhm w 3 Floors (4 Bds 3.5 Bths Slps 12),110.0,District 4,Private room,30,11,4.0,5.0,3.5,shared bath
Famous “Music City House of Fame” 3500 sqft,574.0,District 21,Entire home/apt,3,14,4.0,7.0,3.5,bath
!!RIVERFRONT CONDO WITH POOL*  WALK TO BROADWAY!!,93.0,District 19,Entire home/apt,1,4,1.0,1.0,1.0,bath
Private | Modern | 3bd w/ loft | Sleeps 10,210.0,District 17,Entire home/apt,3,10,3.0,6.0,3.0,bath
"NASHVILLE, OPRY, SPACIOUS 2 BR, GROUPS+FAMILIES+",222.0,District 15,Entire home/apt,2,8,2.0,4.0,2.0,bath
The Donelson Suite - Opryland,59.0,District 15,Private room,1,2,1.0,1.0,1.0,private bath
"Hip, Cozy Cottage with a Fire Pit in Cleveland Park",131.0,District 5,Entire home/apt,2,4,2.0,3.0,1.0,bath
10th Ave Lush Brownstone with Skyline Views & Rooftop Patio,338.0,District 19,Entire home/apt,2,10,3.0,5.0,3.5,bath
Belmont 12th South DREAM HOUSE: Top rated home,790.0,District 18,Entire home/apt,2,12,5.0,6.0,4.5,bath
House of Welcomes,65.0,District 30,Private room,1,4,1.0,1.0,1.0,shared bath
"Hip Condo Near 12 South, Vanderbilt, and Downtown!",74.0,District 17,Entire home/apt,2,4,1.0,-1.0,1.0,bath
Downtown & East Nashville Bungalow,116.0,District 5,Entire home/apt,2,7,2.0,2.0,2.0,bath
Prime Location Riverfront Condo Downtown,128.0,District 19,Entire home/apt,1,5,1.0,2.0,1.0,bath
Award Winning Private Cottage NASHVILLE,119.0,District 6,Entire home/apt,1,4,1.0,3.0,1.0,bath
807 18th Ave S - Demonbruen,400.0,District 19,Entire home/apt,3,2,1.0,1.0,1.0,bath
Scandinavian Style Apartment in Heart of East Nashville,107.0,District 6,Entire home/apt,1,4,1.0,1.0,1.0,bath
East Nashville Victorian Home,375.0,District 6,Entire home/apt,2,4,2.0,2.0,2.5,bath
4 BRs+Studio+5 Private Baths!,1695.0,District 17,Entire home/apt,3,12,4.0,6.0,5.5,bath
Historic East Nashville Cottage,403.0,District 6,Entire home/apt,2,6,3.0,3.0,2.0,bath
Big & Cozy East Nashville Retreat,230.0,District 5,Entire home/apt,2,8,4.0,4.0,3.0,bath
Poplar Hollow Farmhouse,113.0,District 35,Entire home/apt,2,4,2.0,2.0,1.0,bath
The BIG House,229.0,District 18,Entire home/apt,30,11,3.0,4.0,2.5,bath
Stylish Condo Centrally Located,68.0,District 26,Private room,2,2,1.0,1.0,1.0,private bath
Perfect Spot in Downtown Nashville,250.0,District 19,Entire home/apt,1,3,1.0,1.0,1.0,bath
Mediterranean Oasis and Heated Pool,2600.0,District 17,Entire home/apt,2,8,4.0,5.0,3.0,bath
The Hamilton - 3 BR/2 BA - 1.5 mi to Broadway,153.0,District 17,Entire home/apt,3,10,3.0,4.0,2.0,bath
Long Term/Artsy Cozy Bedroom ONE PERSON,30.0,District 29,Private room,30,1,1.0,1.0,1.0,shared bath
Idlewild: Elegant Long-Stay 2BR/1B East Nashville,87.0,District 7,Entire home/apt,30,5,2.0,2.0,1.0,bath
Beautiful River Retreat Studio Apt,113.0,District 7,Entire home/apt,2,2,1.0,1.0,1.0,bath
Beautiful River Retreat in Nashvillle / Retreat,249.0,District 7,Entire home/apt,3,8,2.0,2.0,2.5,bath
SURROUNDED BY DOZENS OF MIDTOWN BARS ON BROADWAY!,94.0,District 19,Entire home/apt,1,4,1.0,1.0,1.0,bath
"""Plan B"" Guest Suite",45.0,District 24,Entire home/apt,30,2,1.0,1.0,1.0,bath
Cozy 2 bed 2 bath apt. minutes from Downtown,271.0,District 5,Entire home/apt,1,4,2.0,2.0,2.0,bath
"Large Studio w/ Washer, Dryer, Gas Range, Vintage",80125.0,District 13,Entire home/apt,30,4,1.0,1.0,1.0,bath
Private basement apartment winter special!,39.0,District 13,Entire home/apt,30,2,1.0,2.0,1.0,bath
Apartment walking distance to Vandy,71.0,District 24,Entire home/apt,30,2,1.0,1.0,1.0,bath
Luxe Home on Vandy Campus-Buy 3 Nights Get 1 Free,212.0,District 18,Entire home/apt,2,10,3.0,6.0,2.5,bath
Charming 12 South Studio,125.0,District 18,Entire home/apt,2,3,1.0,1.0,1.0,bath
Southern Charm on the East Side! Pets are welcome,210.0,District 7,Entire home/apt,1,4,2.0,2.0,1.0,bath
Beautifully Chic Home Buy Three Nights Get One Free,203.0,District 6,Entire home/apt,2,10,3.0,5.0,2.0,bath
12 South Perfect for Big Groups Downtown Broadway,521.0,District 17,Entire home/apt,1,12,5.0,6.0,4.0,bath
Long Term/Close to Attractions! ONE PERSON,37.0,District 29,Private room,30,1,1.0,1.0,1.0,private bath
3 Bedroom home / quiet area / near airport & Opry,109.0,District 15,Entire home/apt,3,6,3.0,4.0,2.5,bath
🎵Private Grand Ole Opry Nashville Apartment🪕,163.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
"Whooping Crane Farm, 12 min. from Nashville",285.0,District 1,Entire home/apt,2,6,3.0,4.0,1.5,bath
The Nashville Farmhouse-Hot Location-5 min dwntwn,142.0,District 6,Entire home/apt,2,5,1.0,2.0,1.0,bath
Beautiful Riverfront Condo near Heart of Downtown,89.0,District 5,Entire home/apt,3,4,1.0,1.0,1.0,bath
Tranquil Studio Flat in Donelson,95.0,District 14,Entire home/apt,2,2,1.0,1.0,1.0,bath
CMA Fest - minutes from downtown,200.0,District 6,Entire home/apt,1,4,1.0,2.0,1.0,bath
Honky Tonk’s Heaven,89.0,District 16,Entire home/apt,1,6,3.0,3.0,1.0,bath
Cumberland Cottage,372.0,District 15,Entire home/apt,3,8,3.0,3.0,2.0,bath
RiverHaven,125.0,District 7,Private room,2,4,2.0,2.0,1.0,shared bath
Historic Cottage Near Downtown,100.0,District 17,Entire home/apt,2,6,3.0,3.0,2.0,bath
East Nashville Eclectic Hideaway,95.0,District 6,Entire home/apt,1,2,1.0,1.0,1.0,bath
Luxury condo in Historic Edgefield,375.0,District 6,Entire home/apt,3,6,2.0,3.0,2.0,bath
Stylish 1BR in historic Music Row!,151.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
CasaStrangeEast: 3BR Multi Level Urban Eclectic,345.0,District 7,Entire home/apt,3,6,3.0,3.0,3.5,bath
Casa Strange - 4BR/3.5 BA in WeHo,352.0,District 17,Entire home/apt,3,8,4.0,4.0,3.5,bath
Affordable East Nashville Room,59.0,District 6,Private room,1,2,1.0,1.0,1.0,bath
East Retreat 1,675.0,District 6,Entire home/apt,2,12,4.0,6.0,4.0,bath
Urban Retreat in Historic Neighborhood (🐶 welcome),239.0,District 17,Entire home/apt,2,4,2.0,2.0,2.0,bath
Charming Sylvan Park Private Suite with Parking,95.0,District 24,Entire home/apt,1,2,1.0,1.0,1.0,bath
Newly Renovated Hillsboro House,357.0,District 18,Entire home/apt,30,12,3.0,8.0,3.0,bath
The Robertson -  Fab Urban Country,117.0,District 20,Entire home/apt,1,6,3.0,3.0,1.0,bath
Music Row Cottage,300.0,District 17,Entire home/apt,3,8,2.0,4.0,2.0,bath
❤️ Downtown Nashville Privacy for families and pets,413.0,District 6,Entire home/apt,3,8,3.0,3.0,2.5,bath
Cozy private home in E. Nashville near downtown!,250.0,District 6,Entire home/apt,1,6,2.0,2.0,1.0,bath
"The Crow's Nest, 1 BR with Home Office and Wifi",89.0,District 16,Entire home/apt,2,2,1.0,1.0,1.0,bath
"Nashville - Amazing 2 BR Opry, Music, Family Fun",240.0,District 15,Entire home/apt,3,8,2.0,4.0,2.0,bath
Nashville escape min. from downtown,200.0,District 24,Entire home/apt,2,2,1.0,1.0,1.0,bath
Polished Rooftop Loft near Downtown,149.0,District 17,Entire home/apt,2,2,1.0,1.0,1.0,bath
Sunshine Daydream 1 bdrm. (Near Opry and Downtown),75.0,District 15,Entire home/apt,2,3,1.0,2.0,1.0,bath
"Comfortable, Cozy Spot Eastside & Downtown",110.0,District 6,Entire home/apt,2,4,1.0,1.0,1.0,bath
The Nashville Way,179.0,District 1,Private room,2,7,1.0,9.0,1.5,bath
East Retreat 3,425.0,District 6,Entire home/apt,2,7,3.0,5.0,2.0,bath
Freshly remodeled 1949 Cottage,193.0,District 16,Entire home/apt,3,4,2.0,2.0,1.0,bath
Shelby House - Elegant East Nashville Home,371.0,District 6,Entire home/apt,3,10,3.0,5.0,2.5,bath
"Lovely, Calming East Nashville Home!",139.0,District 7,Entire home/apt,3,2,1.0,1.0,1.0,bath
Modern Loft At 5 Points Walkable!,99.0,District 6,Entire home/apt,2,3,1.0,1.0,1.0,bath
Downtown Condo on the River! Walk to Broadway!,92.0,District 19,Entire home/apt,2,3,1.0,2.0,1.0,bath
Perfect Location Downtown Nashville,600.0,District 20,Entire home/apt,2,10,4.0,5.0,3.0,bath
"Private Music Studio Suite, Stylish Bedroom, Clean",59.0,District 31,Entire home/apt,2,2,1.0,1.0,1.0,bath
6 Minutes frm Downtown. Family Style 4 bdrm home.,296.0,District 2,Entire home/apt,1,9,4.0,4.0,2.0,bath
Cute and comfy in East Nashville!,96.0,District 5,Entire home/apt,2,4,1.0,2.0,1.0,bath
"Cash, Presley & Beatles Loved It",154.0,District 19,Entire home/apt,2,4,1.0,1.0,1.0,bath
Music City Suite w/ private entrance + bathroom,61.0,District 9,Entire home/apt,1,2,1.0,1.0,1.0,bath
Quiet convenient Long Term31+ days,55.0,District 13,Private room,31,2,1.0,1.0,1.0,shared bath
The Nash Villa,258.0,District 17,Entire home/apt,2,4,2.0,2.0,2.0,bath
Newly Renovated Home in 12th South,200.0,District 17,Entire home/apt,2,6,2.0,2.0,2.0,bath
Furnished 1bd Apt Next to Vandy/Belmont!,100.0,District 18,Entire home/apt,30,2,1.0,1.0,1.0,bath
The White House at 1600,108.0,District 9,Entire home/apt,2,6,2.0,3.0,1.0,bath
Central to Music City Vanderbilt/Hillsboro Bungalo,100.0,District 18,Entire home/apt,4,4,1.0,1.0,1.0,bath
Historic East Nashville,95.0,District 6,Entire home/apt,1,2,1.0,1.0,1.0,bath
1920s Craftsman - Walk to Coffee and Park Trails,102.0,District 6,Entire home/apt,2,2,1.0,3.0,1.0,bath
Newly Remodeled Home  on 18 Acres,144.0,District 14,Entire home/apt,30,10,3.0,5.0,1.5,bath
Riverview POOL Free Parking Walk to Broadway!,123.0,District 19,Entire home/apt,2,5,1.0,3.0,1.0,bath
The Luxurious Yellow Room at Bungalow Potter's,89.0,District 8,Private room,2,2,1.0,1.0,1.0,shared bath
Hip Hillsboro II /12south/Belmont,95.0,District 18,Entire home/apt,1,5,2.0,4.0,1.0,bath
Hip Hillsboro/12south/Belmont,102.0,District 18,Entire home/apt,1,5,2.0,3.0,1.0,bath
Luxurious Downtown  1 bedroom  unit #37,202.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
'Prince Bell' 1930 Bungalow Walk to 12th South,489.0,District 17,Entire home/apt,2,8,4.0,6.0,3.5,bath
Cozy Cabana in East Nashville with EV Charging,95.0,District 5,Entire home/apt,2,3,1.0,2.0,1.0,bath
Shelby House-East Nashville-Pet Friendly!,203.0,District 6,Entire home/apt,3,6,3.0,3.0,1.0,bath
Cozy Room for One in the Heart of Nashville,100.0,District 18,Private room,2,1,1.0,1.0,1.0,shared bath
Spread out/Willow Springs/E. Nashville/Pet Okay,203.0,District 7,Entire home/apt,3,7,4.0,4.0,2.0,bath
Bedroom and bathroom in East Nashville modern home,64.0,District 8,Private room,1,2,1.0,1.0,1.0,private bath
Cozy Carriage House - East Nashville,94.0,District 6,Entire home/apt,2,2,1.0,1.0,1.0,bath
SYLVAN HOUSE - URBAN OASIS - LONG STAY - Cozy,60.0,District 24,Entire home/apt,30,2,2.0,2.0,1.0,bath
Gorgeous home in the Gulch!,891.0,District 19,Entire home/apt,2,10,3.0,6.0,3.0,bath
Entire EastNash Home|Greenways|12min to Downtown!,140.0,District 6,Entire home/apt,2,6,2.0,3.0,1.0,bath
11 Feathers: East Side permit 2/0/1/9/0/4/8/9/6/5,331.0,District 6,Entire home/apt,1,10,3.0,4.0,2.0,bath
Available NOW for Extended Stays! Inquire prices!,168.0,District 18,Entire home/apt,2,9,3.0,5.0,2.0,bath
Cottage on Urban Farm!,89.0,District 26,Entire home/apt,30,6,1.0,4.0,1.0,bath
Serene Private Studio Apartment,72.0,District 8,Entire home/apt,31,3,1.0,1.0,1.0,bath
Scenic Sunny Private Studio Apartment,67.0,District 8,Entire home/apt,30,2,1.0,1.0,1.0,bath
Great 5 Star downtown location!!!,147.0,District 24,Entire home/apt,1,4,1.0,1.0,1.0,bath
Music City Lodge - Nashville,550.0,District 33,Entire home/apt,3,12,4.0,8.0,3.5,bath
HUGE Ultra Luxe Home w/ 12 beds near Downtown,464.0,District 5,Entire home/apt,2,12,4.0,12.0,4.0,bath
Modern comfort in 12 South.  Walk to  Belmont U,224.0,District 17,Entire home/apt,3,6,3.0,4.0,2.0,bath
Luxurious Downtown Corner 2 bd 2bth-#220,241.0,District 19,Entire home/apt,2,6,2.0,3.0,2.0,bath
Cool duplex. Great location!,39.0,District 7,Entire home/apt,30,2,1.0,2.0,1.0,bath
"WYNDHAM NASHVILLE 2 BR DLX ★ POOLS, SHUTTLE+",242.0,District 15,Entire home/apt,2,8,2.0,4.0,2.0,bath
Music City Mansion,2029.0,District 17,Entire home/apt,3,16,10.0,13.0,8.0,bath
East Nashville retro living!,101.0,District 7,Entire home/apt,1,2,1.0,1.0,1.0,bath
Enjoy Nature at a Secluded Cabin near Nashville #2018038413,175.0,District 10,Entire home/apt,1,4,2.0,2.0,1.0,bath
"Location! Lake, Downtown & Airport",124.0,District 13,Entire home/apt,3,4,2.0,2.0,1.5,bath
Luxury Downtown 2 bed 2 bath corner unit- #3B,219.0,District 19,Entire home/apt,2,6,2.0,2.0,2.0,bath
Beautiful Victorian in the Heart of Nashville,495.0,District 17,Entire home/apt,2,6,3.0,3.0,3.0,bath
12 South Original - Restored craftsman from 1905!,147.0,District 17,Entire home/apt,2,4,1.0,2.0,1.0,bath
"Relax on the River, Close to the Action, Downtown",113.0,District 19,Entire home/apt,2,4,1.0,1.0,1.0,bath
Great Hillsboro Village neighborhood,125.0,District 18,Entire home/apt,30,2,1.0,1.0,1.0,bath
12-South Treehouse 2BR Apt near Downtown Nashville,142.0,District 25,Entire home/apt,3,6,2.0,2.0,1.0,bath
Airpt/Opry/Downtown Just Mins Away!,179.0,District 15,Entire home/apt,2,10,3.0,3.0,2.0,bath
Art House East Nashville,131.0,District 7,Entire home/apt,1,6,3.0,4.0,1.0,bath
Easy East Nashville Life,231.0,District 6,Entire home/apt,2,6,3.0,3.0,3.0,bath
Charming spacious home in East Nash- Close to DNTN,211.0,District 7,Entire home/apt,2,9,3.0,7.0,2.0,bath
"Historic Southern Retreat, 6 mins 2 downtown/Bdway",264.0,District 5,Entire home/apt,1,10,3.0,4.0,2.0,bath
Downtown Nashville!  Riverview Loft #5,415.0,District 19,Entire home/apt,1,4,1.0,2.0,0.0,bath
★East Chic Tudor➕2 homes-1 Roof★3 miles-> Downtown,368.0,District 5,Entire home/apt,4,10,5.0,6.0,2.0,bath
Head to the Grand Ole Opry from a Relaxing Garden Apartment,95.0,District 15,Entire home/apt,2,2,1.0,1.0,1.0,bath
Artsy Full Apt 15 min from Downtown,78.0,District 30,Entire home/apt,1,3,1.0,1.0,1.0,bath
Lovely 3 bdrm condo near downtown/TSU,200.0,District 21,Entire home/apt,2,6,3.0,4.0,2.0,bath
The Nashville Nifty-a Homey Guest Room with Ensuite,73.0,District 7,Entire home/apt,2,2,1.0,1.0,1.0,bath
Rivergate Ranch,138.0,District 10,Entire home/apt,2,4,2.0,3.0,1.0,bath
"Nash Town House, comfy & near all!",99.0,District 16,Entire home/apt,2,9,3.0,4.0,2.5,bath
"Riverfront, Downtown, Walk to Honky Tonks,",121.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
"Rustic Melrose Home, Close to Dwtn",100.0,District 17,Entire home/apt,4,4,2.0,2.0,1.0,bath
Welcome to Lockeland Springs!  Hideaway apartment,111.0,District 6,Entire home/apt,1,2,1.0,3.0,1.0,bath
Historic Row on Garfield,350.0,District 19,Entire home/apt,2,6,3.0,4.0,2.5,bath
Gorgeous and spacious 2 bedroom 2.5 baths Condo,150.0,District 7,Entire home/apt,30,6,2.0,2.0,2.5,bath
New 4BR/3BA House Min frm Downtown w/ Hot Tub,493.0,District 5,Entire home/apt,2,12,4.0,8.0,3.0,bath
"Cozy Home, Parks, Grocery, West End",84.0,District 24,Entire home/apt,30,6,2.0,5.0,1.0,bath
Restaurants/Grocery/Parks/Bike lane,99.0,District 24,Entire home/apt,30,8,4.0,4.0,2.0,bath
✦ DOWNTOWN VIEWS ✦ PRISTINE & STUNNING NASH PAD ✦,237.0,District 5,Entire home/apt,2,12,4.0,7.0,2.5,bath
Chill East Nashville Entire Home - 4 Bedroom,299.0,District 6,Entire home/apt,14,8,4.0,5.0,2.5,bath
JT's House,288.0,District 17,Entire home/apt,2,8,3.0,4.0,2.0,bath
Walk Downtown with minimum  30 Day ONLY Bookings,99.0,District 19,Entire home/apt,30,8,3.0,3.0,2.0,bath
Germantown Colonial Home with Patio and Gated Garden,913.0,District 19,Entire home/apt,3,6,3.0,5.0,3.0,bath
West End/Sylvan Park Studio (CDC Clean),72.0,District 24,Entire home/apt,2,4,1.0,2.0,1.0,bath
Huge family-friendly home near 12 S,300.0,District 25,Entire home/apt,2,7,4.0,5.0,3.0,bath
The Peachtree House,142.0,District 16,Entire home/apt,2,6,2.0,2.0,1.0,bath
Upstairs room overlooks LR non smoking only plz,30.0,District 12,Private room,31,1,4.0,1.0,2.0,bath
**NASHVILLE CHARMER** - * HUGE SPACE FOR GROUPS**,336.0,District 5,Entire home/apt,2,12,4.0,11.0,3.5,bath
"Affordable extended stay rooms, open now!",30.0,District 14,Private room,30,1,1.0,1.0,1.0,private bath
"Private Entrance ~ Cozy, Sunny Suite!",109.0,District 6,Private room,1,2,1.0,1.0,1.0,private bath
Armstrong Corset Lofts - 302,436.0,District 19,Entire home/apt,2,3,1.0,1.0,1.5,bath
Nashville’s Ultimate Getaway! Hot Tub! 3mi to DT,450.0,District 5,Entire home/apt,2,12,4.0,6.0,2.5,bath
"Cozy w/deck,grill,firepit,city views,walk downtown",296.0,District 6,Entire home/apt,3,12,4.0,10.0,2.0,bath
Large Apartment in the heart of Hip Donelson,99.0,District 15,Entire home/apt,2,5,1.0,3.0,1.5,bath
"Minutes to Downtown, Huge Outdoor Deck & HOT TUB!",384.0,District 6,Entire home/apt,2,12,4.0,4.0,3.5,bath
Private | Modern | Cozy | Walkable | Eastside loft~8 min Downtown!,85.0,District 5,Entire home/apt,1,4,1.0,2.0,1.0,bath
Private Suite in East Nashville: Stay 30+ Days,50.0,District 6,Private room,30,2,1.0,1.0,1.0,private bath
"Secluded Park Like Setting, Apt Near Downtown",55.0,District 7,Entire home/apt,60,1,1.0,1.0,1.0,bath
Brand new home with rooftop patio!,273.0,District 17,Entire home/apt,3,10,3.0,5.0,2.5,bath
East Nashville Luxury Townhome w/ Private Rooftop,378.0,District 6,Entire home/apt,2,8,3.0,5.0,4.0,bath
"Basic, Cheap, Clean Brentwood Apt",88.0,District 4,Entire home/apt,2,6,1.0,1.0,1.0,bath
Hillsboro Village Charmer,750.0,District 18,Entire home/apt,3,7,3.0,4.0,2.0,bath
**FREE NIGHT STAY* HUGE NEW HOME** ROOF DECK**4,336.0,District 5,Entire home/apt,3,12,4.0,10.0,3.5,bath
Edgehill Bungalow,375.0,District 19,Entire home/apt,2,4,2.0,2.0,2.0,bath
East Nashville- less than 2 miles from Broadway,273.0,District 5,Entire home/apt,2,10,4.0,5.0,3.0,bath
Stylish Home in East Nashville at Five Points,160.0,District 6,Entire home/apt,2,4,2.0,2.0,1.0,bath
Cozy Cottage with Vintage Decor Near the Airport,80.0,District 15,Entire home/apt,30,4,3.0,3.0,1.0,bath
Armstrong Corset Lofts - 303,729.0,District 19,Entire home/apt,2,5,2.0,2.0,2.0,bath
Designer Home in Music City,650.0,District 24,Entire home/apt,3,10,4.0,5.0,3.0,bath
Log Home on 24 acres w/Skyline view,268.0,District 3,Entire home/apt,2,10,3.0,4.0,2.0,bath
Vintage duplex bungalow loaded with charm,130.0,District 18,Entire home/apt,1,2,1.0,1.0,1.0,bath
Pink House East Nashville,129.0,District 6,Entire home/apt,30,4,2.0,2.0,1.0,bath
⭐️The Executive House - NEW Downtown!,410.0,District 21,Entire home/apt,2,12,4.0,6.0,4.0,bath
Downtown Nashville Riverfront Condo and pool,213.0,District 19,Entire home/apt,1,6,2.0,4.0,1.0,bath
Green Hills Guest Cottage,135.0,District 24,Entire home/apt,1,4,2.0,3.0,1.0,bath
Inglewood/E Nashville Bungalo,89.0,District 7,Entire home/apt,1,2,1.0,1.0,1.0,bath
PERFECT LOCATION/Walk to the Action/Broadway/Bars!,165.0,District 19,Entire home/apt,3,6,2.0,4.0,2.0,bath
"1 Bedroom Apt, in Nashville - South",80.0,District 27,Entire home/apt,1,3,1.0,1.0,1.0,bath
2of3-3 bd Lux homes each holds 10,399.0,District 8,Entire home/apt,2,10,3.0,5.0,3.5,bath
The Lyric Loft NASHVILLE - Minutes from Lipscomb,112.0,District 25,Entire home/apt,1,4,1.0,2.0,1.0,bath
East Nashville Artists' Bungalow,180.0,District 6,Entire home/apt,2,5,2.0,3.0,2.0,bath
DOWNTOWN Nashville! Emporium Loft #6,327.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Nashville Riverfront Lofts - Executive Loft #1,327.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Cozy/Private Award Winning home by Opryland & Opry,108.0,District 15,Entire home/apt,2,4,2.0,3.0,1.5,bath
⭐️The Southern House - NEW! 1mi to DT,410.0,District 21,Entire home/apt,2,12,4.0,6.0,4.0,bath
⭐️The West End House - New Downtown!,503.0,District 21,Entire home/apt,2,12,4.0,6.0,4.0,bath
⭐️The City House - NEW DT in Midtown!,502.0,District 21,Entire home/apt,2,12,4.0,6.0,3.5,bath
⭐️3 Kings & 3 Queens! NEW DT Midtown!,517.0,District 21,Entire home/apt,2,12,4.0,6.0,4.0,bath
Downtown Nashville! Market Street Studio Loft #7,289.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
AMY WINEHOUSE RM! ~5 Miles To Downtown -30 day min,37.0,District 16,Private room,30,1,1.0,1.0,2.5,shared bath
Downtown Nashville!  Market Street Unit #3,215.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
⭐️The Vanderbilt House - NEW Midtown!,438.0,District 21,Entire home/apt,2,12,4.0,7.0,4.0,bath
Detached Tiny Lovely Cottage ~Near Downtown~,112.0,District 5,Entire home/apt,3,2,1.0,1.0,0.5,bath
"Sunset View Cottage, Nashville TN.",178.0,District 15,Entire home/apt,2,8,3.0,6.0,1.5,bath
"Modern home-historic East Nash hot tub, pool table",353.0,District 6,Entire home/apt,2,10,4.0,4.0,3.0,bath
"Private room East Nashville - hot tub, pool table",79.0,District 6,Private room,1,2,1.0,1.0,1.0,private bath
Gorgeous Home with Landscaped Patio # 2017-0422-88,151.0,District 13,Entire home/apt,2,8,2.0,5.0,1.5,bath
Brand New East Nashville Home,359.0,District 5,Entire home/apt,2,6,3.0,3.0,3.5,bath
Chic 2 MBR townhouse in 12th S.!,225.0,District 18,Entire home/apt,2,6,2.0,4.0,1.5,bath
"Wyndham Nashville, Amazing 2 Br/2 Bath, Opry, Mall",263.0,District 15,Entire home/apt,2,8,2.0,4.0,2.0,bath
"✸NASHVILLE, OPRY, MUSIC, STUNNING 2 BR DLX, 8 PPL",263.0,District 15,Entire home/apt,3,8,2.0,4.0,2.0,bath
"✸NASHVILLE, TRENDY 2 BR, OPRY, MUSIC, POOLS+",263.0,District 15,Entire home/apt,2,8,2.0,4.0,2.0,bath
